Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Samuel Grandsir,67,82,57,66,66,44,59
Jang Ho Ik,67,85,45,60,66,62,68
Tatsuki Nara,67,72,35,42,52,66,72
Shogo Taniguchi,67,67,40,49,54,66,71
Vladislavs Gutkovskis,67,73,64,53,63,22,67
Kentaro Moriya,67,71,59,59,72,30,58
Shunki Takahashi,67,66,35,54,55,64,68
Ryota Nagaki,67,53,54,67,62,64,68
Daigo Nishi,67,54,48,62,61,64,75
Shoya Nakajima,67,78,64,63,69,40,52
Djibril Diaw,67,72,26,32,43,66,77
Kosuke Nakamachi,67,58,47,56,58,62,72
Fabio,67,62,23,35,34,66,78
Yutaka Yoshida,67,72,31,61,66,64,64
Yohei Toyoda,67,55,67,45,58,30,70
Lautaro Comas,67,85,60,58,69,25,46
Matías Garrido,67,69,63,68,67,52,56
Kim Min Hyeok,67,76,26,33,44,66,74
Shun Nagasawa,67,52,68,48,63,26,65
Kohei Shimizu,67,81,60,61,68,45,57
Kim Jung Ya,67,50,39,42,46,68,70
Yuta Nakayama,67,76,38,51,60,66,69
Ko Seung Beom,67,68,60,63,66,55,73
Walter Andrade,67,52,32,35,39,66,72
Eduardo,67,65,33,42,51,66,79
Artem Putivtsev,67,51,35,47,43,67,71
Hidetaka Kanazono,67,62,67,41,57,25,67
Ramon Lopes,67,64,62,60,68,35,69
Robin Krauße,67,69,36,52,60,64,80
Takuya Aoki,67,75,53,62,66,63,75
Zakaria El Azzouzi,67,75,65,53,71,20,62
Fabian Herbers,67,75,60,63,65,48,66
Felix Uduokhai,67,69,35,49,52,65,69
Joaquín,67,45,47,61,57,66,73
Mohamed Benyettou,67,74,66,47,61,18,73
Daniel Sundgren,67,75,36,56,60,64,73
Masato Kudo,67,77,64,54,65,23,64
Damián Arce,67,73,60,65,67,37,59
Andrei Ivan,67,75,68,59,69,44,67
Kevin Salazar,67,72,49,65,70,31,47
Tommy Thelin,67,68,57,67,62,23,71
Aitor,67,72,61,64,70,25,45
Dodi Lukebakio,67,80,59,62,73,19,38
João Nunes,67,53,34,59,54,65,71
Jamiro Monteiro,67,77,49,65,68,60,63
Stéphane Emaná,67,84,64,54,63,38,78
Patrick Erras,67,39,42,58,45,65,67
Juan Patiño,67,53,24,46,48,68,70
Duván Vergara,67,72,62,54,69,22,66
Denis Will Poha,67,77,56,64,67,64,72
Joseph Aidoo,67,76,25,31,45,62,84
Johan Venegas,67,72,66,64,68,38,69
Thomas Agyepong,67,90,50,59,70,34,60
Myles Kenlock,67,78,32,56,67,65,68
Moon Seon Min,67,79,56,60,70,24,52
Fali,67,61,42,55,57,66,84
Vladimir Rodić,67,84,54,57,69,44,65
Nico Hammann,67,72,57,61,59,64,73
Dani Suárez,67,59,37,44,39,67,79
Alan Schons,67,66,61,65,66,66,68
Musa Muhammed,67,84,55,66,68,62,61
Thomas Ouwejan,67,69,50,66,66,63,67
Jan Kliment,67,69,62,61,69,29,61
Fabien Antunes,67,70,38,59,64,64,68
Diego Johannesson,67,81,42,61,62,62,65
Stanislav Iljutcenko,67,74,64,48,64,28,72
Eric Remedi,67,58,50,64,61,63,65
Grischa Prömel,67,64,49,63,63,63,69
Patrick Joosten,67,85,64,61,71,42,60
Rafik Zekhnini,67,90,60,53,70,27,49
Fayçal Rherras,67,82,61,57,66,64,71
Jorge Ortiz,67,77,62,62,69,39,62
Christofer Gonzales,67,75,65,64,70,53,52
Valtteri Moren,67,35,28,43,44,68,70
Jorge Pombo,67,60,70,68,63,54,74
Lee Yeong Jae,67,67,53,63,65,49,67
Pål Alexander Kirkevold,67,63,65,60,62,28,80
Lasha Dvali,67,57,32,40,39,68,74
Henk Veerman,67,31,67,39,54,26,78
Kamil Mazek,67,91,56,59,64,24,54
Juan Camilo Roa,67,64,43,61,63,66,64
Miguel Medina,67,85,58,64,69,22,52
Cristian Borja,67,87,48,60,65,60,65
Dálcio,67,86,59,61,67,31,60
Matt Polster,67,58,47,64,65,65,80
Nick Kuipers,67,33,35,43,48,66,78
Leonardo Saldaña,67,85,45,56,62,62,54
Felipe Pires,67,84,55,60,69,33,52
Federico Fattori,67,69,54,65,66,60,66
Nicolás Mazzola,67,55,68,42,61,27,74
Ezequiel Garré,67,65,54,68,64,63,65
Karol Mets,67,54,52,60,62,64,79
Thamsanqa Sangweni,67,69,58,62,66,64,63
Halil İbrahim Pehlivan,67,67,50,53,61,67,66
Leonardo Da Silva Lopes,67,88,59,60,70,44,48
Moses Odjer,67,79,56,54,68,62,73
Brian Torrealba,67,74,39,55,58,66,70
Christos Tasoulis,67,74,55,65,65,63,67
Cedric Teuchert,67,81,63,53,70,29,63
Anatoliy Katrich,67,81,57,59,66,35,60
Pere Milla,67,75,63,61,69,26,55
Boubacar Barry,67,72,54,62,71,39,48
Chris Willock,67,82,54,54,72,18,52
Cesinha,67,72,67,55,68,20,55
Kasim Adams Nuhu,67,65,42,48,50,65,78
Eneko Capilla,67,64,56,65,70,38,42
Dario Van den Buijs,67,67,38,60,51,68,66
Sergio Gil,67,60,48,66,67,64,60
William Jebor,67,78,67,43,62,30,74
Abdelrafik Gérard,67,74,59,64,69,34,61
Sibusiso Khumalo,67,78,57,58,68,68,64
Borja Fernández,67,45,36,59,57,60,67
Rafael Ramos,67,74,54,59,73,64,70
Mailson,67,74,56,67,73,32,61
Hakan Çinemre,67,71,31,44,46,66,73
Leonardo Mancuso,67,76,62,59,68,28,62
Israel Poblete,67,72,58,65,70,33,64
Rico Henry,67,91,42,57,69,59,69
Maximilian Wittek,67,77,62,61,69,61,66
Mattia Bani,67,58,15,29,51,68,74
Mauricio Carrasco,67,78,64,65,67,21,56
Roberto Crivello,67,71,35,50,58,66,63
Luca Paganini,67,74,52,65,68,19,54
Mirko Gori,67,60,49,61,67,62,63
Robin van der Meer,67,69,41,60,60,65,83
Javier Salas,67,67,55,65,65,58,71
Diego Aguirre,67,81,50,62,71,46,49
Kalvin Phillips,67,68,60,63,65,62,74
Sheyi Ojo,67,84,59,60,68,30,55
Pedro Chirivella,67,67,46,64,67,61,64
Darnell Furlong,67,72,36,55,65,64,66
Oscar Salinas,67,80,65,52,67,24,62
Sheraldo Becker,67,91,61,57,69,31,67
Flavio Ciampichetti,67,60,67,40,62,30,74
Luis Ruiz,67,73,34,51,61,65,66
Javier Correa,67,64,67,44,63,26,71
Junior Sambia,67,79,67,68,71,60,65
Wilfrid Kaptoum,67,63,62,66,70,54,59
Cenk Ahmet Alkılıç,67,82,61,56,70,61,68
Samu,67,77,53,60,71,42,53
Kevin Friesenbichler,67,67,65,41,62,20,60
Mustafa Akbaş,67,51,52,55,59,66,73
Jeffry Fortes,67,80,46,58,63,65,76
Krzysztof Piątek,67,74,65,51,64,37,66
Jérôme Hergault,67,65,44,66,66,63,69
Joris Kayembe,67,81,55,60,71,35,65
Jung Woo Jae,67,73,61,60,67,63,65
Yerko Leiva,67,71,62,62,69,54,59
Younes Bnou-Marzouk,67,71,66,44,66,19,56
Piqueti,67,87,62,56,71,27,58
Albian Ajeti,67,79,63,49,66,23,66
Tommy Redding,67,73,26,46,52,65,68
Jared Watts,67,58,51,59,59,66,68
Núrio,67,74,38,55,63,63,68
Jeff Hardeveld,67,64,39,58,64,67,68
Fáber Cañaveral,67,72,59,63,64,61,75
Kasper Fisker,67,68,63,69,71,35,70
Rafael Amorim,67,35,32,39,40,67,71
Oğuzhan Kayar,67,68,62,62,74,39,46
Gwon Wan Gyu,67,80,30,56,62,66,65
Tommy Thompson,67,68,60,60,72,40,54
Tesho Akindele,67,85,62,51,65,22,68
Kim Yong Hwan,67,85,39,59,68,59,67
Hernán Hechalar,67,79,64,62,69,28,60
Dairin González,67,48,31,42,43,65,80
Dudú,67,83,63,63,68,40,71
Sivert Heltne Nilsen,67,61,52,59,63,62,80
Carrillo,67,69,72,54,62,22,49
Harry Shipp,67,60,62,67,69,42,55
Wander,67,64,58,63,72,24,55
Kazuki Nagasawa,67,71,53,66,66,19,50
Rodrigo Echeverría,67,73,52,62,66,66,70
Matías Blázquez,67,55,31,45,37,67,72
Jonathan Gradit,67,69,26,57,60,65,77
Juan Quintero,67,66,24,46,44,65,72
Sebas Coris,67,71,56,61,67,64,58
Dani Romera,67,79,69,52,69,22,61
Waylon Francis,67,76,49,61,62,63,67
Carlos Fernández,67,59,68,41,62,29,63
Matías Pérez Acuña,67,72,33,60,64,65,66
Carlos Rivas,67,85,65,64,66,22,66
Malcolm Cacutalua,67,71,35,45,43,68,67
Greg Kiltie,67,70,55,63,70,47,64
Danilo Ortiz,67,55,27,31,44,68,70
Philip Billing,67,62,64,62,64,64,68
Josh Brownhill,67,73,60,64,66,58,72
Adam Lundqvist,67,77,53,65,66,61,58
Julian von Haacke,67,56,54,64,66,56,63
Isaac Carcelén,67,76,42,61,63,61,72
Marcelo Djaló,67,47,30,29,42,68,75
Samuel Štefánik,67,74,57,65,68,52,55
Campins,67,80,39,58,60,63,61
César Falletti,67,88,56,61,71,17,60
Mohamed Kanno,67,74,62,64,68,60,78
Diego Poyet,67,58,44,59,59,63,68
Luca Nizzetto,67,70,61,66,71,47,59
Connor Mahoney,67,76,59,61,71,38,48
Magomed Musalov,67,77,44,56,67,67,59
Jason Cummings,67,72,68,49,69,38,61
Naser Aliji,67,85,36,48,68,62,69
Noblejas,67,68,39,59,57,65,74
Claude Gonçalves,67,71,39,58,66,64,67
Sultan Al Duayyi,67,69,44,53,60,64,77
Iñaki Sáenz,67,77,54,63,66,61,77
Mario Pavelic,67,75,53,61,64,64,65
Fabián Manzano,67,68,55,63,59,65,68
Moussa Sao,67,88,63,51,72,22,67
Jesús Murillo,67,84,37,50,60,66,72
Ignacio Pussetto,67,76,64,52,69,22,64
Saad Abdulameer Luaibi,67,52,61,67,65,63,68
Santiago Romero,67,74,59,65,62,61,72
Juan Domínguez,67,73,47,66,69,64,70
Eliser Quiñones,67,83,68,59,64,21,75
Syarhey Balanovich,67,69,61,60,70,45,54
Stipe Vučur,67,62,26,37,40,64,79
Leonardo Gatto,67,81,62,60,70,21,54
Abdoulaye Seck,67,73,42,42,56,61,85
Mica Pinto,67,69,34,58,70,64,62
Vincent Vermeij,67,62,60,49,61,27,70
Conor Grant,67,63,60,69,68,56,67
Hugo Álvarez,67,69,35,48,53,68,65
William Twala,67,75,61,61,70,49,38
Aaron Tshibola,67,72,55,64,67,65,75
Bryan Pelé,67,76,54,64,72,36,45
Vinícius,67,72,55,60,68,65,65
Hugo Cid,67,65,56,60,64,66,72
Joni Kauko,67,52,43,56,55,64,81
Karim Azamoum,67,60,56,70,66,48,63
Jonatas Belusso,67,76,67,55,65,32,57
Ramiro Costa,67,58,62,52,63,35,67
Emerson Hyndman,67,68,59,68,75,53,42
Gaetano Monachello,67,53,67,47,65,24,62
Lasse Nielsen,67,45,31,40,38,67,71
Rasmus Festersen,67,81,66,59,66,46,68
Jakub Wójcicki,67,76,58,63,63,62,70
Robert Skov,67,75,65,64,67,28,57
Francesco Vicari,67,43,27,42,43,69,72
Maximilian Hofmann,67,67,39,49,48,68,67
Osman Sow,67,82,65,54,68,24,70
José Leudo,67,47,42,53,56,67,81
Mauricio Rosales,67,69,35,57,60,65,65
Daryl Werker,67,52,35,48,46,67,71
Vyacheslav Krotov,67,78,65,62,71,44,63
Walter Serrano,67,68,58,65,68,56,74
Sebastián Martínez,67,33,52,43,49,67,74
Sander Svendsen,67,73,66,61,69,35,57
Yulían Mejía,67,74,65,66,65,36,68
Armando Cooper,67,78,57,65,72,60,67
Juan Ignacio Sills,67,65,34,58,59,72,72
Mauricio Zenteno,67,69,43,58,58,68,67
Santiago Zurbriggen,67,71,41,54,54,65,74
Michał Nalepa,67,49,44,45,59,64,77
Jakub Czerwiński,67,60,32,34,39,66,76
Ronald de la Fuente,67,63,47,59,63,67,69
David Llanos,67,74,67,55,63,24,64
Luis Payares,67,54,26,40,43,66,75
Lewis Ochoa,67,73,54,60,62,66,64
Nicolás Palacios,67,49,39,51,56,69,77
Fábio Rodríguez,67,75,40,53,66,65,66
Henry Obando,67,86,27,52,58,66,77
Juan Arboleda,67,77,37,61,62,63,72
Juan Pablo Nieto,67,68,61,70,68,35,59
David Valencia,67,56,26,39,37,67,70
Maicol Balanta,67,77,59,59,66,25,66
Carlos Escobar,67,65,64,50,61,28,73
Ray Vanegas,67,84,63,55,69,28,65
Cristian Restrepo,67,65,56,63,59,64,66
John Hernández,67,70,58,62,66,65,71
Carlos Robles,67,57,48,60,56,64,71
Alcatraz,67,75,61,70,68,59,75
Hans Salinas,67,78,61,69,63,58,67
Harold Rivera,67,70,62,66,68,31,57
Bicho,67,62,58,61,68,40,50
Fankaty Dabo,67,72,45,53,60,65,75
Paweł Stolarski,67,88,52,62,62,60,69
Paweł Dawidowicz,67,66,46,61,59,65,74
Diawandou Diagné,67,79,44,61,63,67,64
Joo Min Kyu,67,65,66,51,61,55,72
Jeong Jae Yong,67,56,49,64,60,60,79
Rúnar Már Sigurjónsson,67,66,65,67,65,56,81
Abdulrahman Al Ghamdi,67,75,64,61,67,23,69
Eroll Zejnullahu,67,72,58,66,69,63,62
Sven Michel,67,84,63,61,67,28,68
Tomás Martínez,67,72,55,68,75,39,50
Dillon Powers,67,63,64,67,65,56,67
Luis Solignac,67,76,62,60,65,49,72
Pa Konate,67,75,40,59,63,63,58
David Kinsombi,67,66,32,54,57,67,69
Jérôme Mombris,67,75,27,51,60,65,66
Jaroslav Navrátil,67,89,62,57,70,45,58
Danny Bakker,67,54,51,65,66,64,68
Wilberto Cosme,67,74,64,54,64,42,63
Omar Vásquez,67,71,62,67,68,39,41
Callum O'Dowda,67,86,57,59,68,31,58
Lim Chai Min,67,74,26,34,42,67,75
Kim Nam Chun,67,43,23,50,37,68,72
Pascal Gregor,67,64,39,48,58,67,67
Anthony Syhre,67,64,27,30,36,67,76
Besar Halimi,67,72,61,62,75,41,52
Okan Aydın,67,83,60,58,73,35,44
Jaime Gómez,67,79,57,58,69,63,60
Adrian Popa,67,80,60,63,69,44,63
Ricardo Nunes,67,77,54,62,64,62,65
Kevin Freiberger,67,81,64,57,68,20,56
Marco Grüttner,67,66,66,45,60,30,80
Alex Muñoz,67,71,35,56,55,66,68
Marc Lorenz,67,75,56,69,65,50,66
Marc Endres,67,52,27,47,40,66,73
Tyler Boyd,67,85,63,53,69,18,60
Leonardo Bertone,67,69,64,66,62,60,66
Iván Bulos,67,56,65,50,61,27,74
Tom Lockyer,67,65,34,55,55,64,79
Andrea Schiavone,67,64,49,67,67,57,71
Pol García,67,58,32,45,45,69,60
Alexandr Putsko,67,52,44,48,42,66,73
Luc Kassi,67,77,63,64,66,51,64
Ramón Azeez,67,76,51,62,65,62,64
Matthew Palmer,67,70,59,69,65,58,67
Biagio Meccariello,67,69,18,30,39,67,77
Dario Del Fabro,67,68,35,38,53,68,67
Hassan Kadish Mahbub,67,77,43,57,60,63,75
Melker Hallberg,67,68,60,66,65,55,68
Luka Đorđević,67,78,64,62,69,24,54
Kortney Hause,67,67,45,55,55,67,72
Emre Nefiz,67,75,62,62,68,33,55
Manuel Prietl,67,66,49,58,61,66,75
Bright Addae,67,79,60,64,68,63,76
Lewis MacLeod,67,71,56,65,66,53,62
Hendrick Zuck,67,75,49,65,69,32,48
Chumbi,67,71,60,53,65,27,70
Cristian Benavente,67,77,60,60,72,35,46
Gerrit Wegkamp,67,66,65,53,60,32,77
Björn Jopek,67,73,61,67,72,49,62
Mitchell Duke,67,79,66,57,66,38,65
Jonathan Buatu Mananga,67,66,41,43,55,64,78
Patrick Phungwayo,67,76,40,58,68,62,58
Daniel Steres,67,57,27,52,50,65,71
Ventura Alvarado,67,66,41,57,58,65,72
Koray Altınay,67,79,50,60,69,64,70
Alberto Masi,67,72,17,30,47,66,74
Ivan Lendrić,67,65,67,49,64,27,67
Michaël Jordan Nkololo,67,81,65,59,68,25,47
Donervon Daniels,67,66,28,40,36,66,70
Thomas Meißner,67,46,38,44,49,65,74
Kristoffer Haugen,67,74,58,64,64,62,70
Thom Haye,67,65,56,72,71,59,55
Per Frick,67,75,63,56,61,32,80
Ronny Philp,67,76,41,59,66,64,70
Khalid Ahmed Al Ghamdi,67,83,29,62,68,62,67
Baptiste Aloé,67,53,32,39,46,68,69
Jordy Croux,67,80,63,59,74,26,60
Rober Correa,67,72,43,58,54,69,68
Marc Lais,67,84,55,61,68,62,61
Yoëll van Nieff,67,47,67,71,64,65,71
Kolja Pusch,67,68,59,63,65,52,66
Frédéric Brillant,67,35,33,48,43,67,69
Andreas Blomqvist,67,63,66,69,64,49,61
Alex Gilbey,67,77,61,63,64,63,76
Levent Gülen,67,78,30,49,62,67,75
Berat Djimsiti,67,37,39,57,47,66,72
Mario Tičinović,67,72,51,61,70,65,69
Murray Wallace,67,52,26,42,52,66,71
Mateusz Mak,67,82,61,61,70,40,56
Elia Soriano,67,74,64,50,64,27,76
Joseph-Claude Gyau,67,91,57,57,70,32,65
Brennan Dickenson,67,88,65,59,68,59,73
Dominik Wydra,67,70,63,62,65,63,70
Dolly Menga,67,92,64,52,70,53,69
Jose Villarreal,67,74,64,63,72,40,57
Lee Seul Chan,67,76,47,56,66,65,65
Tadanari Lee,67,69,67,51,67,34,71
José Valencia,67,69,63,42,65,23,73
Jason Holt,67,75,55,61,68,54,67
Steven Almeida,67,85,59,62,69,31,60
Larry Azouni,67,68,56,63,65,61,72
Simone Andrea Ganz,67,74,66,53,64,25,58
Wilfried Zahibo,67,61,48,56,56,65,82
Lawrence Olum,67,50,49,54,53,64,76
Vladimir Rykov,67,43,47,39,38,69,74
Marnick Vermijl,67,84,51,53,65,62,73
Josh Murphy,67,82,66,57,70,27,56
Bryan Verboom,67,76,54,61,66,65,71
Jairo Morillas,67,72,68,45,62,31,61
Jed Wallace,67,78,60,63,67,43,66
Marco Chiosa,67,72,17,43,58,68,67
Massimiliano Busellato,67,76,52,64,68,60,72
Pierre-Yves Ngawa,67,77,41,51,62,66,71
Glenn Claes,67,66,65,65,68,56,64
Igor Rossi,67,56,29,51,53,66,72
Wilson Kamavuaka,67,68,43,54,56,69,77
Filip Kiss,67,46,58,60,65,65,78
Nils Röseler,67,66,35,54,59,65,68
Miguel Garcia,67,75,58,62,68,60,62
Yuki Otsu,67,67,62,65,67,32,72
Kane Hemmings,67,72,66,48,63,23,64
Alonso Escoboza,67,74,66,63,69,33,65
Josh Meekings,67,75,32,39,50,66,76
Stanley Elbers,67,78,66,58,72,29,56
Tom Weilandt,67,71,61,62,72,36,57
Özkan Yıldırım,67,66,58,62,76,34,51
George Saville,67,64,60,65,63,66,69
Samy Kehli,67,71,55,63,67,28,66
Kevin Escamilla,67,63,55,63,54,64,68
Kenny Lala,67,77,39,56,64,62,67
Christian Bickel,67,73,62,64,68,29,58
Simon Brandstetter,67,77,63,50,62,24,73
Dennis Kempe,67,72,43,57,61,68,74
Emanuele Padella,67,51,24,41,46,67,70
Jens Möckel,67,52,35,48,44,66,64
Matt Smith,67,45,66,49,50,39,79
Valentinos Sielis,67,51,44,57,56,67,79
Bobby Reid,67,80,66,65,70,55,60
Hekuran Kryeziu,67,73,52,64,65,65,63
Oliver Kragl,67,73,64,64,67,59,72
Julius Reinhardt,67,75,57,65,67,62,65
Matteo Tosetti,67,79,52,63,67,32,54
Lloyd Isgrove,67,87,51,58,68,33,60
Gyliano van Velzen,67,85,60,58,66,18,62
Dudu,67,67,65,67,66,55,64
Josh Scowen,67,60,52,64,67,65,71
Lee Jong Sung,67,59,59,61,61,60,73
Quintanilla,67,57,25,62,58,65,68
Nathan Byrne,67,86,51,60,66,60,63
Martin Angha,67,72,36,54,63,63,77
Jordan Graham,67,83,59,61,72,24,49
Mateusz Szczepaniak,67,72,65,55,65,26,60
Kevin Ellis,67,69,55,57,62,66,67
Steven Lewerenz,67,80,60,60,67,26,59
Đorđe Čotra,67,69,47,49,55,67,78
Thorsten Röcher,67,77,61,61,69,18,65
John Verhoek,67,59,66,50,59,27,77
Julinho,67,67,65,70,67,67,66
Fabrício,67,59,66,65,69,35,73
Manuel Pérez,67,75,61,65,67,26,59
Lee Seung Gi,67,72,62,69,66,52,65
Joackim Jørgensen,67,63,57,61,63,63,81
Hector Jimenez,67,75,59,65,67,64,58
Josh Williams,67,67,46,60,58,66,72
Michael Boxall,67,65,43,58,58,62,77
Jalil Anibaba,67,65,44,55,56,66,72
Fabio Concas,67,84,55,60,72,47,70
Jordan Cousins,67,77,55,61,67,54,72
Mateusz Zachara,67,72,61,45,64,37,63
Ryō Miyaichi,67,92,54,56,73,25,33
Ethan Ebanks-Landell,67,65,48,51,54,66,74
Nicky Ajose,67,80,69,51,65,28,59
Patrik Hidi,67,59,64,70,65,51,56
George Moncur,67,68,64,63,69,52,65
Arkadiusz Woźniak,67,76,60,62,66,30,71
Emin Makhmudov,67,65,54,66,67,64,60
Bartłomiej Pawłowski,67,83,60,60,70,22,57
Nick Powell,67,71,70,64,69,40,64
Lorenzo Laverone,67,85,50,67,67,57,75
Florent Ogier,67,52,30,39,50,66,71
Denis Thomalla,67,70,65,56,64,34,60
Tyias Browning,67,72,34,47,54,68,70
Carlos Delgado,67,62,37,50,53,67,65
Antonio Cinelli,67,59,51,64,64,60,69
Kristof D'Haene,67,73,57,63,70,60,57
Vytautas Andriuškevičius,67,66,41,62,65,66,77
Milan Nitrianský,67,68,30,45,52,67,65
Ben Coker,67,79,46,65,68,61,67
Thilo Leugers,67,67,52,63,63,63,68
Ali Messaoud,67,63,63,66,68,25,58
Kingsley Onuegbu,67,64,66,48,58,33,78
Sam Mantom,67,63,60,66,65,51,64
Gernot Trauner,67,66,57,60,61,63,79
Edgar Hernández,67,58,70,55,61,30,64
Kamil Drygas,67,64,65,65,64,64,76
Damiano Zanon,67,71,42,59,62,62,62
Eric Tié Bi,67,72,46,60,52,62,73
Kim Tae Hwan,67,90,53,61,74,60,70
Ryoichi Maeda,67,46,66,63,66,50,70
Luke Brattan,67,68,61,68,64,56,72
Andy Boyle,67,58,37,51,50,66,76
Christopher Quiring,67,83,60,58,69,18,57
Nadir Çiftçi,67,65,66,52,68,36,72
Franck Etoundi,67,75,61,56,66,38,79
Mads Hvilsom,67,77,62,58,61,36,76
Jhonathan Ramis,67,72,68,60,67,24,61
Mathias Autret,67,75,64,67,69,42,52
Seth Sinovic,67,63,34,62,63,66,65
André Calisir,67,59,32,52,53,66,73
Andreas Ludwig,67,71,64,67,68,52,68
Mateusz Możdżeń,67,77,62,66,65,63,73
Gjermund Åsen,67,60,66,66,67,50,67
Leonardo,67,36,34,53,46,65,75
Teal Bunbury,67,77,64,61,66,37,72
Syarhey Krivets,67,67,62,67,69,49,56
Sören Bertram,67,74,68,66,67,39,56
Marvin Ducksch,67,65,65,51,63,31,64
Jake Bidwell,67,69,43,65,62,65,68
Quincy Antipas,67,84,64,59,71,27,74
Atila Turan,67,76,58,65,69,56,71
Guy Michel Landel,67,78,58,62,66,66,58
David Amoo,67,93,60,58,69,41,68
Nathaniel Mendez-Laing,67,86,60,59,70,30,65
Ivan Temnikov,67,74,64,63,67,63,55
Luke Hyam,67,74,51,63,66,70,82
Romain Grange,67,79,66,66,68,31,60
Vagiz Galiulin,67,75,58,65,66,44,58
Giuseppe Rizzo,67,74,54,62,63,63,81
Michał Chrapek,67,62,61,64,68,62,56
Bruno Monteiro,67,61,57,63,67,58,65
Fidelis,67,56,68,49,60,28,75
Joe Mason,67,72,64,58,68,39,65
Tarık Çamdal,67,83,53,64,70,61,58
Niklas Backman,67,58,53,51,53,65,68
Xavier Chavalerin,67,71,62,70,65,45,57
Davide Gavazzi,67,72,63,66,67,52,68
Arvydas Novikovas,67,90,63,60,68,22,60
Christian Groß,67,66,44,60,61,63,72
Musa Nizam,67,68,49,62,64,66,69
Billy McKay,67,73,65,54,69,34,69
Martin Nešpor,67,77,65,46,64,35,78
Barge,67,70,52,61,67,63,70
Romário,67,70,65,62,74,39,45
Vladimir Dyadyun,67,66,64,62,65,30,70
Kyle Bennett,67,83,59,58,72,35,53
Stuart Beavon,67,74,67,53,68,33,72
Danny Mayor,67,80,63,61,69,27,63
Livio Nabab,67,87,63,59,66,30,66
Kevin Kratz,67,59,61,69,68,61,63
Cristian Tănase,67,69,66,66,68,48,64
Enda Stevens,67,70,41,60,66,62,67
Mark Duffy,67,77,60,63,65,27,69
Adam Matuschyk,67,66,63,65,67,65,64
Florian Trinks,67,69,61,66,69,36,68
Hernán Bernardello,67,48,54,68,65,63,63
Rodolfo Vilchis,67,81,60,56,74,26,59
Philipp Huspek,67,88,59,59,69,26,57
Erik Friberg,67,45,58,69,61,48,71
Masahiko Inoha,67,54,45,55,49,63,76
Adnan Ibrahem Falatah,67,72,51,65,65,64,79
Fabrice N'Sakala,67,84,45,66,73,58,72
Sebastian Heidinger,67,74,61,63,66,64,69
Mikael Dyrestam,67,69,34,58,63,65,73
Robert Lundström,67,84,51,61,64,59,67
Patrick Mortensen,67,55,66,50,59,27,73
Mikhail Sivakow,67,32,60,63,61,66,68
Rob Kiernan,67,66,25,54,56,64,75
Quincy Amarikwa,67,75,63,57,69,27,70
Markus Holgersson,67,37,34,58,52,64,79
Kamil Biliński,67,67,67,56,63,22,66
Mike Grella,67,65,63,59,72,46,69
Stefan Hierländer,67,69,60,63,70,51,61
Sheanon Williams,67,77,55,59,62,64,68
Sam Cronin,67,60,61,66,63,61,72
Danny Hoesen,67,74,64,56,70,30,63
Kristoffer Tokstad,67,80,63,63,66,46,75
Mostafa Abdellaoue,67,71,67,49,68,28,62
Lyle Taylor,67,81,64,53,65,36,68
Wes Thomas,67,80,65,45,64,24,79
John Brayford,67,66,43,59,63,65,74
Chris Tierney,67,60,59,69,63,64,69
Nzuzi Toko,67,91,54,61,70,62,78
Edu Bedia,67,47,55,71,66,63,57
Federico Casarini,67,84,62,66,70,53,72
Álvaro,67,73,63,57,67,23,60
Zdeněk Ondrášek,67,72,62,52,61,29,84
Harry Forrester,67,76,62,64,69,37,68
Miroslav Marković,67,66,65,51,65,52,70
Georgiy Gabulov,67,68,71,67,65,53,72
Robin Söder,67,72,64,59,68,31,62
Sercan Sararer,67,77,66,60,70,38,58
Jørgen Skjelvik,67,91,54,60,62,66,70
Tito,67,54,54,58,54,65,75
Eloi Amagat,67,45,61,66,68,55,66
Simon Laner,67,58,56,67,64,57,69
Antonio Zito,67,79,55,65,70,50,77
Zlatko Janjić,67,71,66,66,68,32,69
Alexander Dercho,67,70,37,58,61,64,66
André Laurito,67,40,23,48,50,66,70
Brian Easton,67,67,16,56,60,65,77
Dean Moxey,67,67,54,60,64,64,68
Foued Kadir,67,61,68,71,67,38,54
Adlan Katsaev,67,75,55,65,71,58,65
Eduardo Neto,67,70,53,57,58,67,82
Jou Silva,67,75,66,57,63,30,66
Stephan Hain,67,75,62,54,71,20,62
Jared Jeffrey,67,66,58,59,63,66,70
James Holland,67,68,56,60,64,62,77
Sean Franklin,67,76,55,61,62,64,70
Samuel Di Carmine,67,68,64,44,64,29,70
Patrick Nyarko,67,84,61,58,69,53,56
Tom Hiariej,67,71,57,67,67,62,69
Mustapha Carayol,67,85,59,57,72,17,57
Sean Scannell,67,83,63,59,70,42,71
Wilfried Domoraud,67,83,66,62,66,20,78
Corry Evans,67,63,58,64,63,70,70
Antoñito,67,83,50,59,60,60,73
Tommy Høiland,67,81,65,51,66,38,74
Ricardo Machado,67,57,22,44,38,65,79
Gary Madine,67,62,65,48,59,32,78
Sander Fischer,67,52,36,47,56,66,74
Adrian Winter,67,81,62,60,64,49,66
Federico Moretti,67,62,63,65,62,61,72
Michelangelo Albertazzi,67,68,39,50,53,71,69
Jay Simpson,67,76,65,51,66,28,69
Eli Sabiá,67,64,42,47,48,66,77
Jan-Philipp Kalla,67,68,46,58,62,65,70
